,[100] Number of Jobs Started,[108] Number of Jobs Started,[10] Number of Jobs Started,[114] Number of Jobs Started,[11] Number of Jobs Started,[120] Number of Jobs Started,[126] Number of Jobs Started,[128] Number of Jobs Started,[12] Number of Jobs Started,[13] Number of Jobs Started,[14] Number of Jobs Started,[15] Number of Jobs Started,[16] Number of Jobs Started,[17] Number of Jobs Started,[18] Number of Jobs Started,[19] Number of Jobs Started,[1] Number of Jobs Started,[20] Number of Jobs Started,[21] Number of Jobs Started,[22] Number of Jobs Started,[23] Number of Jobs Started,[24] Number of Jobs Started,[25] Number of Jobs Started,[26] Number of Jobs Started,[27] Number of Jobs Started,[28] Number of Jobs Started,[29] Number of Jobs Started,[2] Number of Jobs Started,[30] Number of Jobs Started,[31] Number of Jobs Started,[32] Number of Jobs Started,[33] Number of Jobs Started,[34] Number of Jobs Started,[35] Number of Jobs Started,[36] Number of Jobs Started,[38] Number of Jobs Started,[3] Number of Jobs Started,[40] Number of Jobs Started,[42] Number of Jobs Started,[43] Number of Jobs Started,[44] Number of Jobs Started,[45] Number of Jobs Started,[46] Number of Jobs Started,[47] Number of Jobs Started,[48] Number of Jobs Started,[4] Number of Jobs Started,[50] Number of Jobs Started,[52] Number of Jobs Started,[55] Number of Jobs Started,[56] Number of Jobs Started,[57] Number of Jobs Started,[59] Number of Jobs Started,[5] Number of Jobs Started,[60] Number of Jobs Started,[62] Number of Jobs Started,[63] Number of Jobs Started,[64] Number of Jobs Started,[65] Number of Jobs Started,[6] Number of Jobs Started,[72] Number of Jobs Started,[7] Number of Jobs Started,[86] Number of Jobs Started,[8] Number of Jobs Started,[90] Number of Jobs Started,[96] Number of Jobs Started,[99] Number of Jobs Started,[9] Number of Jobs Started
2016-04-03,0.0,0.0,0.0,,0.0,,,3.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0,0.0,459.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,,0.0,,0.0,27.0,0.0,2.0,0.0,0.0,,,3.0,0.0,,0.0,5.0,,1.0,1.0,0.0,0.0,24.0,0.0,,,1.0
2016-04-04,0.0,0.0,0.0,,0.0,,,11.0,2.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,1187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,,0.0,,0.0,24.0,0.0,0.0,0.0,0.0,,,4.0,0.0,,0.0,5.0,,9.0,0.0,0.0,0.0,30.0,0.0,,,0.0
2016-04-05,0.0,0.0,0.0,,0.0,,,5.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,,0.0,38.0,0.0,0.0,0.0,0.0,,,5.0,0.0,,0.0,0.0,,9.0,0.0,3.0,0.0,13.0,0.0,,,4.0
2016-04-06,0.0,0.0,0.0,,0.0,,,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,13.0,0.0,0.0,0.0,0.0,,,9.0,0.0,,0.0,2.0,,4.0,0.0,0.0,0.0,15.0,0.0,,,3.0
2016-04-07,0.0,0.0,0.0,,0.0,,,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,749.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,,0.0,,0.0,14.0,0.0,0.0,0.0,0.0,,,11.0,0.0,,0.0,0.0,,11.0,0.0,0.0,0.0,29.0,0.0,,,0.0
2016-04-08,0.0,0.0,5.0,,0.0,,,0.0,1.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,18.0,0.0,0.0,0.0,0.0,,,22.0,0.0,,2.0,4.0,,3.0,0.0,1.0,0.0,13.0,0.0,,,10.0
2016-04-09,0.0,0.0,0.0,,0.0,,,0.0,1.0,0.0,0.0,1.0,6.0,0.0,4.0,0.0,174.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,17.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,1.0,,3.0,0.0,0.0,0.0,8.0,0.0,,,0.0
2016-04-10,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,2.0,15.0,0.0,8.0,0.0,283.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,,0.0,,0.0,34.0,0.0,0.0,0.0,0.0,,,6.0,0.0,,0.0,2.0,,0.0,0.0,0.0,0.0,8.0,0.0,,,3.0
2016-04-11,0.0,0.0,3.0,,0.0,,,0.0,2.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,1480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,,0.0,,0.0,18.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,5.0,2.0,,8.0,0.0,0.0,0.0,5.0,0.0,,,4.0
2016-04-12,0.0,0.0,1.0,,0.0,,,0.0,7.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,3.0,64.0,0.0,0.0,0.0,0.0,,,9.0,0.0,,0.0,0.0,,3.0,0.0,1.0,0.0,12.0,0.0,,,2.0
2016-04-13,0.0,0.0,3.0,,0.0,,,0.0,3.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,565.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,,0.0,,0.0,28.0,0.0,1.0,0.0,0.0,,,6.0,0.0,,0.0,0.0,,5.0,0.0,3.0,0.0,13.0,0.0,,,5.0
2016-04-14,1.0,0.0,3.0,,0.0,,,3.0,5.0,0.0,0.0,0.0,35.0,14.0,0.0,0.0,380.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,55.0,0.0,1.0,0.0,0.0,,,2.0,0.0,,0.0,8.0,,12.0,0.0,2.0,0.0,4.0,0.0,,,1.0
2016-04-15,0.0,0.0,0.0,,0.0,,,0.0,1.0,0.0,0.0,0.0,23.0,3.0,0.0,0.0,851.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,16.0,0.0,0.0,0.0,0.0,,,1.0,0.0,,0.0,0.0,,10.0,0.0,2.0,0.0,12.0,0.0,,,0.0
2016-04-16,0.0,0.0,0.0,,0.0,,,0.0,5.0,0.0,0.0,0.0,10.0,8.0,1.0,0.0,209.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,14.0,0.0,0.0,0.0,0.0,,,2.0,0.0,,0.0,2.0,,15.0,0.0,10.0,0.0,8.0,0.0,,,0.0
2016-04-17,0.0,0.0,1.0,,0.0,,,0.0,2.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,158.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,16.0,0.0,0.0,0.0,0.0,,,12.0,0.0,,0.0,2.0,,5.0,0.0,0.0,0.0,8.0,0.0,,,0.0
2016-04-18,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,28.0,16.0,0.0,0.0,405.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,27.0,0.0,0.0,0.0,0.0,,,6.0,0.0,,0.0,2.0,,11.0,0.0,12.0,0.0,20.0,0.0,,,5.0
2016-04-19,0.0,0.0,1.0,,0.0,,,0.0,4.0,0.0,0.0,0.0,55.0,13.0,0.0,0.0,539.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,24.0,0.0,0.0,0.0,0.0,,,1.0,0.0,,0.0,0.0,,13.0,0.0,0.0,0.0,29.0,0.0,,,1.0
2016-04-20,0.0,0.0,4.0,,0.0,,,0.0,4.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1503.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,32.0,0.0,0.0,0.0,0.0,,,14.0,0.0,,0.0,0.0,,21.0,0.0,0.0,0.0,21.0,0.0,,,0.0
2016-04-21,0.0,0.0,2.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,859.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,34.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,17.0,0.0,,,0.0
2016-04-22,0.0,0.0,1.0,,0.0,,,0.0,2.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,431.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,13.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,16.0,0.0,0.0,0.0,10.0,0.0,,,0.0
2016-04-23,0.0,0.0,2.0,,0.0,,,0.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,610.0,2.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,5.0,0.0,0.0,0.0,0.0,,,2.0,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,3.0,0.0,,,0.0
2016-04-24,0.0,0.0,1.0,,0.0,,,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,707.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,8.0,0.0,0.0,0.0,0.0,,,3.0,0.0,,0.0,0.0,,10.0,0.0,0.0,0.0,7.0,0.0,,,0.0
2016-04-25,0.0,0.0,2.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,618.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,32.0,0.0,0.0,0.0,0.0,,,7.0,0.0,,0.0,2.0,,15.0,0.0,0.0,0.0,2.0,0.0,,,0.0
2016-04-26,0.0,0.0,5.0,,0.0,,,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,778.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,,0.0,40.0,0.0,0.0,0.0,0.0,,,2.0,0.0,,0.0,0.0,,5.0,0.0,4.0,0.0,17.0,0.0,,,0.0
2016-04-27,0.0,0.0,0.0,,0.0,,,0.0,2.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,601.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,,,3.0,0.0,,0.0,0.0,,14.0,0.0,0.0,0.0,18.0,0.0,,,0.0
2016-04-28,0.0,0.0,3.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,780.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,15.0,0.0,0.0,0.0,0.0,,,16.0,0.0,,0.0,1.0,,10.0,0.0,3.0,0.0,14.0,0.0,,,0.0
2016-04-29,0.0,0.0,0.0,,1.0,,,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,405.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,5.0,0.0,0.0,0.0,0.0,,,6.0,0.0,,0.0,3.0,,14.0,0.0,0.0,0.0,9.0,0.0,,,0.0
2016-04-30,0.0,0.0,1.0,,0.0,,,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,756.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,16.0,0.0,0.0,0.0,0.0,,,4.0,0.0,,0.0,3.0,,4.0,0.0,0.0,0.0,6.0,0.0,,,0.0
2016-05-01,0.0,0.0,1.0,,0.0,,,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,517.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,23.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,2.0,,0.0,0.0,0.0,0.0,3.0,0.0,,,2.0
2016-05-02,0.0,0.0,2.0,,0.0,,,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,813.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,,0.0,16.0,0.0,0.0,0.0,0.0,,,2.0,0.0,,0.0,1.0,,10.0,0.0,0.0,0.0,6.0,0.0,,,2.0
2016-05-03,0.0,0.0,0.0,,0.0,,,0.0,6.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,505.0,1.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,59.0,0.0,0.0,0.0,0.0,,,1.0,0.0,,0.0,2.0,,3.0,0.0,0.0,0.0,8.0,0.0,,,0.0
2016-05-04,0.0,0.0,0.0,,0.0,,,0.0,4.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,535.0,4.0,7.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,,0.0,,0.0,8.0,0.0,0.0,0.0,1.0,,,1.0,0.0,,0.0,0.0,,4.0,0.0,0.0,0.0,4.0,0.0,,,0.0
2016-05-05,0.0,0.0,3.0,,0.0,,,0.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,626.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.0,,1.0,16.0,0.0,0.0,0.0,0.0,,,1.0,0.0,,0.0,0.0,,8.0,0.0,0.0,0.0,9.0,0.0,,,1.0
2016-05-06,0.0,0.0,1.0,,0.0,,,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,658.0,5.0,28.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,,0.0,,1.0,9.0,0.0,0.0,0.0,0.0,,,1.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,8.0,0.0,,,2.0
2016-05-07,0.0,0.0,1.0,,0.0,,,0.0,2.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,617.0,2.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,8.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,4.0,0.0,,,0.0
2016-05-08,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,601.0,1.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,10.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0
2016-05-09,0.0,0.0,4.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,22.0,0.0,1.0,8.0,466.0,3.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,,0.0,,0.0,15.0,0.0,0.0,0.0,0.0,,,1.0,0.0,,0.0,0.0,,6.0,0.0,1.0,0.0,6.0,0.0,,,0.0
2016-05-10,0.0,0.0,23.0,,0.0,,,0.0,2.0,0.0,0.0,0.0,25.0,0.0,0.0,32.0,559.0,4.0,12.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,,1.0,13.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,7.0,0.0,0.0,0.0,5.0,0.0,,,0.0
2016-05-11,0.0,0.0,5.0,,0.0,,,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,569.0,1.0,16.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,,0.0,,0.0,29.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,7.0,0.0,0.0,0.0,12.0,0.0,,,0.0
2016-05-12,0.0,0.0,5.0,,0.0,,,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,16.0,961.0,1.0,23.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,,0.0,,0.0,19.0,0.0,0.0,0.0,0.0,,,1.0,0.0,,0.0,0.0,,9.0,0.0,0.0,0.0,5.0,0.0,,,1.0
2016-05-13,0.0,0.0,23.0,,0.0,,,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,26.0,821.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,,0.0,33.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,4.0,0.0,0.0,0.0,5.0,0.0,,,1.0
2016-05-14,0.0,0.0,4.0,,0.0,,,0.0,7.0,0.0,1.0,0.0,7.0,0.0,0.0,20.0,188.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,,0.0,18.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,6.0,0.0,0.0,0.0,5.0,0.0,,,2.0
2016-05-15,0.0,0.0,3.0,,0.0,,,0.0,10.0,0.0,0.0,0.0,4.0,0.0,0.0,23.0,385.0,0.0,34.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,13.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,4.0,,3.0,0.0,0.0,0.0,9.0,0.0,,,0.0
2016-05-16,0.0,0.0,15.0,,0.0,,,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,759.0,0.0,28.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,68.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,,0.0,12.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,27.0,0.0,0.0,0.0,2.0,0.0,,,0.0
2016-05-17,0.0,0.0,3.0,,0.0,,,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,8.0,1076.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,31.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,,0.0,,0.0,28.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,1.0,,5.0,0.0,0.0,0.0,3.0,0.0,,,0.0
2016-05-18,0.0,0.0,3.0,,0.0,,,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,7.0,893.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,,0.0,,0.0,27.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,1.0,,83.0,0.0,0.0,0.0,4.0,0.0,,,0.0
2016-05-19,0.0,0.0,3.0,,4.0,,,0.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,984.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,,0.0,,0.0,19.0,0.0,0.0,0.0,0.0,,,1.0,0.0,,0.0,1.0,,968.0,0.0,0.0,0.0,2.0,0.0,,,1.0
2016-05-20,0.0,0.0,5.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1114.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,,0.0,,0.0,34.0,0.0,0.0,0.0,0.0,,,26.0,0.0,,0.0,3.0,,12.0,0.0,0.0,0.0,2.0,0.0,,,0.0
2016-05-21,0.0,0.0,6.0,,0.0,,,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,978.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,17.0,0.0,0.0,0.0,6.0,0.0,,,0.0
2016-05-22,0.0,0.0,1.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,541.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,,0.0,,0.0,17.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,2.0,,11.0,0.0,0.0,0.0,1.0,0.0,,,0.0
2016-05-23,0.0,0.0,6.0,,0.0,,,0.0,4.0,0.0,0.0,0.0,8.0,0.0,13.0,9.0,242.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,,0.0,,0.0,40.0,0.0,0.0,0.0,0.0,,,21.0,0.0,,0.0,2.0,,24.0,0.0,0.0,0.0,6.0,0.0,,,0.0
2016-05-24,10.0,0.0,11.0,,0.0,,,0.0,2.0,0.0,0.0,0.0,6.0,0.0,2.0,9.0,482.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,127.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,33.0,0.0,0.0,0.0,0.0,,0.0,,0.0,30.0,0.0,0.0,0.0,0.0,,,0.0,1.0,,0.0,0.0,,9.0,0.0,0.0,0.0,15.0,0.0,,,0.0
2016-05-25,0.0,0.0,14.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,1.0,577.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,229.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,,0.0,,0.0,40.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,1.0,,23.0,0.0,0.0,0.0,15.0,0.0,,,0.0
2016-05-26,0.0,0.0,6.0,,0.0,,,0.0,7.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,1051.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,200.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,,0.0,,0.0,29.0,0.0,0.0,0.0,0.0,,,1.0,1.0,,0.0,6.0,,9.0,0.0,0.0,0.0,6.0,0.0,,,0.0
