,[CCT LSU SUPERMIC] Number of Jobs Running,[GATECH KEENELAND] Number of Jobs Running,[GATECH KIDS] Number of Jobs Running,[IU BIGRED*] Number of Jobs Running,[LONI QUEENBEE] Number of Jobs Running,[NCAR FROST] Number of Jobs Running,[NCSA ABE] Number of Jobs Running,[NCSA COBALT] Number of Jobs Running,[NCSA DTF] Number of Jobs Running,[NCSA EMBER*] Number of Jobs Running,[NCSA FORGE] Number of Jobs Running,[NCSA LINCOLN] Number of Jobs Running,[NICS ATHENA] Number of Jobs Running,[NICS DARTER] Number of Jobs Running,[NICS KRAKEN] Number of Jobs Running,[NICS NAUTILUS] Number of Jobs Running,[ORNL NSTG] Number of Jobs Running,[OSG] Number of Jobs Running,[PSC BIGBEN] Number of Jobs Running,[PSC BLACKLIGHT] Number of Jobs Running,[PSC BRIDGES LARGE] Number of Jobs Running,[PSC BRIDGES] Number of Jobs Running,[PSC GREENFIELD] Number of Jobs Running,[PSC POPLE] Number of Jobs Running,[PURDUE CONDOR] Number of Jobs Running,[PURDUE STEELE] Number of Jobs Running,[SDSC COMET] Number of Jobs Running,[SDSC DASH] Number of Jobs Running,[SDSC GORDON] Number of Jobs Running,[SDSC TRESTLES] Number of Jobs Running,[Stanford XSTREAM] Number of Jobs Running,[TACC LONESTAR4] Number of Jobs Running,[TACC LONESTAR] Number of Jobs Running,[TACC LONGHORN] Number of Jobs Running,[TACC MAVERICK2] Number of Jobs Running,[TACC RANGER] Number of Jobs Running,[TACC SPUR] Number of Jobs Running,[TACC STAMPEDE] Number of Jobs Running
2013-02-03,,63.0,0.0,,,,,,,,,,,,2474.0,39.0,,,,103.0,,,,,40.0,2344.0,,,436.0,503.0,,561.0,,8.0,,792.0,,9028.0
2013-02-04,,102.0,0.0,,,,,,,,,,,,2787.0,29.0,,,,217.0,,,,,10394.0,6719.0,,,1077.0,2025.0,,666.0,,26.0,,483.0,,10563.0
2013-02-05,,90.0,0.0,,,,,,,,,,,,2796.0,41.0,,,,194.0,,,,,14167.0,4452.0,,,1270.0,1433.0,,634.0,,23.0,,142.0,,9034.0
2013-02-06,,85.0,0.0,,,,,,,,,,,,3302.0,53.0,,,,214.0,,,,,10614.0,5679.0,,,1334.0,1578.0,,530.0,,32.0,,84.0,,9340.0
2013-02-07,,122.0,0.0,,,,,,,,,,,,2966.0,76.0,,,,145.0,,,,,7780.0,7240.0,,,756.0,1689.0,,627.0,,65.0,,127.0,,10083.0
2013-02-08,,103.0,0.0,,,,,,,,,,,,2250.0,58.0,,,,193.0,,,,,736.0,7331.0,,,746.0,1296.0,,608.0,,47.0,,8.0,,10063.0
2013-02-09,,30.0,0.0,,,,,,,,,,,,2873.0,15.0,,,,135.0,,,,,20.0,7508.0,,,521.0,1672.0,,389.0,,32.0,,2.0,,6469.0
2013-02-10,,2.0,0.0,,,,,,,,,,,,2604.0,26.0,,,,197.0,,,,,24.0,11391.0,,,278.0,460.0,,382.0,,51.0,,2.0,,5503.0
2013-02-11,,59.0,0.0,,,,,,,,,,,,3299.0,51.0,,,,207.0,,,,,583.0,8085.0,,,543.0,1489.0,,662.0,,44.0,,1.0,,4457.0
2013-02-12,,104.0,0.0,,,,,,,,,,,,1857.0,37.0,,,,229.0,,,,,30.0,11243.0,,,497.0,2589.0,,654.0,,42.0,,0.0,,964.0
2013-02-13,,79.0,0.0,,,,,,,,,,,,2736.0,56.0,,,,209.0,,,,,1090.0,12819.0,,,1236.0,2097.0,,460.0,,90.0,,0.0,,3099.0
2013-02-14,,121.0,0.0,,,,,,,,,,,,694.0,87.0,,,,169.0,,,,,38447.0,7387.0,,,1482.0,2034.0,,582.0,,51.0,,0.0,,5204.0
2013-02-15,,102.0,0.0,,,,,,,,,,,,1552.0,110.0,,,,238.0,,,,,112.0,6942.0,,,550.0,1950.0,,528.0,,38.0,,0.0,,10487.0
2013-02-16,,69.0,0.0,,,,,,,,,,,,1726.0,28.0,,,,51.0,,,,,87.0,20861.0,,,501.0,1299.0,,414.0,,29.0,,0.0,,9332.0
2013-02-17,,69.0,0.0,,,,,,,,,,,,1880.0,30.0,,,,183.0,,,,,76.0,22123.0,,,721.0,1004.0,,330.0,,53.0,,0.0,,14873.0
2013-02-18,,48.0,0.0,,,,,,,,,,,,1767.0,47.0,,,,248.0,,,,,501.0,13460.0,,,702.0,1425.0,,355.0,,27.0,,0.0,,13084.0
2013-02-19,,75.0,0.0,,,,,,,,,,,,1795.0,102.0,,,,301.0,,,,,303.0,2882.0,,,721.0,1359.0,,737.0,,46.0,,0.0,,14136.0
2013-02-20,,56.0,0.0,,,,,,,,,,,,2138.0,56.0,,,,372.0,,,,,570.0,7003.0,,,1081.0,1278.0,,719.0,,59.0,,0.0,,6368.0
2013-02-21,,72.0,0.0,,,,,,,,,,,,261.0,72.0,,,,368.0,,,,,13618.0,9518.0,,,780.0,1953.0,,470.0,,52.0,,0.0,,12150.0
2013-02-22,,92.0,0.0,,,,,,,,,,,,1518.0,46.0,,,,312.0,,,,,20357.0,7637.0,,,747.0,1581.0,,406.0,,54.0,,0.0,,4933.0
2013-02-23,,57.0,0.0,,,,,,,,,,,,1815.0,52.0,,,,204.0,,,,,5500.0,4938.0,,,445.0,1754.0,,389.0,,34.0,,0.0,,3959.0
2013-02-24,,71.0,0.0,,,,,,,,,,,,1410.0,25.0,,,,316.0,,,,,20.0,9950.0,,,554.0,1288.0,,499.0,,19.0,,0.0,,8248.0
2013-02-25,,64.0,0.0,,,,,,,,,,,,2229.0,11.0,,,,319.0,,,,,6145.0,7331.0,,,625.0,850.0,,589.0,,11.0,,0.0,,6416.0
2013-02-26,,57.0,0.0,,,,,,,,,,,,2453.0,119.0,,,,324.0,,,,,14014.0,11617.0,,,1411.0,1094.0,,167.0,,22.0,,0.0,,1133.0
2013-02-27,,78.0,0.0,,,,,,,,,,,,2388.0,65.0,,,,582.0,,,,,186.0,10399.0,,,639.0,1599.0,,529.0,,30.0,,0.0,,3103.0
2013-02-28,,85.0,0.0,,,,,,,,,,,,3218.0,80.0,,,,820.0,,,,,56.0,16997.0,,,903.0,1977.0,,542.0,,27.0,,0.0,,3864.0
2013-03-01,,94.0,0.0,,,,,,,,,,,,2696.0,74.0,,,,401.0,,,,,188.0,11770.0,,,986.0,1914.0,,469.0,,14.0,,0.0,,2086.0
2013-03-02,,57.0,0.0,,,,,,,,,,,,1645.0,68.0,,,,305.0,,,,,35.0,4110.0,,,721.0,1542.0,,473.0,,20.0,,0.0,,1678.0
2013-03-03,,62.0,0.0,,,,,,,,,,,,1585.0,33.0,,,,29.0,,,,,34.0,11047.0,,,807.0,1023.0,,307.0,,25.0,,0.0,,2273.0
2013-03-04,,61.0,0.0,,,,,,,,,,,,3158.0,60.0,,,,238.0,,,,,30.0,8798.0,,,1118.0,904.0,,604.0,,27.0,,0.0,,4054.0
2013-03-05,,96.0,0.0,,,,,,,,,,,,4337.0,41.0,,,,471.0,,,,,32.0,5497.0,,,926.0,757.0,,687.0,,19.0,,0.0,,3057.0
2013-03-06,,105.0,0.0,,,,,,,,,,,,3663.0,28.0,,,,509.0,,,,,37.0,9058.0,,,1421.0,620.0,,760.0,,15.0,,0.0,,3416.0
2013-03-07,,85.0,0.0,,,,,,,,,,,,4364.0,51.0,,,,593.0,,,,,49.0,6402.0,,,1091.0,853.0,,870.0,,38.0,,0.0,,5928.0
2013-03-08,,98.0,0.0,,,,,,,,,,,,2371.0,55.0,,,,230.0,,,,,1020.0,3689.0,,,1258.0,907.0,,726.0,,15.0,,0.0,,6851.0
2013-03-09,,76.0,0.0,,,,,,,,,,,,1498.0,11.0,,,,121.0,,,,,29.0,2520.0,,,606.0,552.0,,845.0,,27.0,,0.0,,8565.0
2013-03-10,,17.0,0.0,,,,,,,,,,,,849.0,3.0,,,,142.0,,,,,28.0,5365.0,,,202.0,120.0,,1049.0,,35.0,,0.0,,7860.0
2013-03-11,,40.0,0.0,,,,,,,,,,,,954.0,40.0,,,,170.0,,,,,742.0,9695.0,,,824.0,1103.0,,1034.0,,43.0,,0.0,,6743.0
2013-03-12,,87.0,0.0,,,,,,,,,,,,2582.0,59.0,,,,98.0,,,,,2633.0,4766.0,,,871.0,744.0,,1411.0,,57.0,,0.0,,4932.0
2013-03-13,,97.0,0.0,,,,,,,,,,,,2062.0,39.0,,,,167.0,,,,,215.0,7917.0,,,585.0,1477.0,,867.0,,45.0,,0.0,,3712.0
2013-03-14,,78.0,0.0,,,,,,,,,,,,686.0,39.0,,,,293.0,,,,,1011.0,6974.0,,,704.0,2144.0,,729.0,,43.0,,0.0,,2931.0
2013-03-15,,35.0,0.0,,,,,,,,,,,,2182.0,22.0,,,,199.0,,,,,1025.0,5732.0,,,535.0,1866.0,,520.0,,28.0,,0.0,,2599.0
2013-03-16,,42.0,0.0,,,,,,,,,,,,1343.0,36.0,,,,178.0,,,,,62.0,8317.0,,,1096.0,989.0,,353.0,,25.0,,0.0,,1826.0
2013-03-17,,85.0,0.0,,,,,,,,,,,,1163.0,83.0,,,,210.0,,,,,13060.0,9516.0,,,711.0,2830.0,,357.0,,27.0,,0.0,,2197.0
2013-03-18,,41.0,0.0,,,,,,,,,,,,1648.0,49.0,,,,236.0,,,,,10387.0,6512.0,,,516.0,3411.0,,557.0,,31.0,,0.0,,1727.0
2013-03-19,,2.0,0.0,,,,,,,,,,,,3109.0,0.0,,,,261.0,,,,,690.0,7625.0,,,1360.0,1491.0,,634.0,,24.0,,0.0,,1192.0
2013-03-20,,0.0,0.0,,,,,,,,,,,,1368.0,0.0,,,,287.0,,,,,2790.0,11029.0,,,457.0,1980.0,,855.0,,22.0,,0.0,,3307.0
2013-03-21,,0.0,0.0,,,,,,,,,,,,1824.0,0.0,,,,300.0,,,,,6332.0,8347.0,,,808.0,1814.0,,624.0,,24.0,,0.0,,2853.0
2013-03-22,,0.0,0.0,,,,,,,,,,,,1689.0,0.0,,,,215.0,,,,,968.0,8686.0,,,1014.0,3968.0,,428.0,,27.0,,0.0,,4392.0
2013-03-23,,72.0,0.0,,,,,,,,,,,,1069.0,28.0,,,,198.0,,,,,1254.0,6850.0,,,1367.0,2831.0,,474.0,,82.0,,0.0,,3144.0
2013-03-24,,71.0,0.0,,,,,,,,,,,,1194.0,40.0,,,,196.0,,,,,4485.0,8206.0,,,1802.0,2695.0,,438.0,,84.0,,0.0,,2785.0
2013-03-25,,25.0,0.0,,,,,,,,,,,,2042.0,31.0,,,,230.0,,,,,331.0,8142.0,,,1053.0,2229.0,,1058.0,,80.0,,0.0,,7016.0
2013-03-26,,51.0,0.0,,,,,,,,,,,,1701.0,45.0,,,,324.0,,,,,1532.0,8681.0,,,1144.0,1500.0,,424.0,,68.0,,0.0,,2956.0
2013-03-27,,148.0,0.0,,,,,,,,,,,,1031.0,28.0,,,,232.0,,,,,711.0,7646.0,,,751.0,1385.0,,518.0,,83.0,,0.0,,2883.0
2013-03-28,,152.0,0.0,,,,,,,,,,,,1291.0,33.0,,,,239.0,,,,,1714.0,7694.0,,,1192.0,871.0,,522.0,,52.0,,0.0,,3680.0
2013-03-29,,85.0,0.0,,,,,,,,,,,,1853.0,57.0,,,,216.0,,,,,5352.0,6724.0,,,1665.0,768.0,,1550.0,,35.0,,0.0,,2707.0
2013-03-30,,340.0,0.0,,,,,,,,,,,,2021.0,52.0,,,,176.0,,,,,5588.0,7964.0,,,1763.0,1593.0,,774.0,,33.0,,0.0,,2036.0
2013-03-31,,186.0,0.0,,,,,,,,,,,,1860.0,18.0,,,,153.0,,,,,209.0,8256.0,,,523.0,605.0,,539.0,,30.0,,0.0,,6337.0
2013-04-01,,186.0,0.0,,,,,,,,,,,,2043.0,3.0,,,,182.0,,,,,1121.0,7274.0,,,1462.0,1113.0,,506.0,,62.0,,0.0,,5573.0
2013-04-02,,128.0,0.0,,,,,,,,,,,,2297.0,32.0,,,,513.0,,,,,9570.0,5050.0,,,1441.0,1105.0,,772.0,,76.0,,0.0,,2128.0
2013-04-03,,187.0,0.0,,,,,,,,,,,,2654.0,25.0,,,,445.0,,,,,6441.0,5557.0,,,1244.0,1231.0,,791.0,,44.0,,0.0,,6088.0
2013-04-04,,181.0,0.0,,,,,,,,,,,,2782.0,33.0,,,,260.0,,,,,3349.0,8966.0,,,1961.0,975.0,,964.0,,53.0,,0.0,,6485.0
2013-04-05,,173.0,0.0,,,,,,,,,,,,1884.0,10.0,,,,194.0,,,,,64.0,6345.0,,,2478.0,2003.0,,1019.0,,84.0,,0.0,,11673.0
2013-04-06,,138.0,0.0,,,,,,,,,,,,1757.0,26.0,,,,164.0,,,,,6402.0,9260.0,,,1963.0,716.0,,470.0,,54.0,,0.0,,4659.0
2013-04-07,,136.0,0.0,,,,,,,,,,,,1873.0,20.0,,,,95.0,,,,,57.0,5055.0,,,1284.0,917.0,,511.0,,68.0,,0.0,,4494.0
2013-04-08,,147.0,0.0,,,,,,,,,,,,2599.0,68.0,,,,140.0,,,,,3237.0,5048.0,,,1447.0,1288.0,,980.0,,47.0,,0.0,,5189.0
2013-04-09,,53.0,0.0,,,,,,,,,,,,2282.0,60.0,,,,96.0,,,,,10149.0,3683.0,,,1750.0,1559.0,,456.0,,71.0,,0.0,,4706.0
2013-04-10,,84.0,0.0,,,,,,,,,,,,2738.0,55.0,,,,304.0,,,,,7360.0,9583.0,,,1490.0,1310.0,,859.0,,87.0,,0.0,,5819.0
2013-04-11,,94.0,0.0,,,,,,,,,,,,2715.0,61.0,,,,323.0,,,,,4793.0,7382.0,,,1370.0,2726.0,,1242.0,,76.0,,0.0,,8199.0
2013-04-12,,97.0,0.0,,,,,,,,,,,,3068.0,36.0,,,,129.0,,,,,6594.0,6075.0,,,2906.0,3018.0,,1387.0,,67.0,,0.0,,6258.0
2013-04-13,,213.0,0.0,,,,,,,,,,,,2779.0,15.0,,,,170.0,,,,,10526.0,5037.0,,,1416.0,2657.0,,440.0,,41.0,,0.0,,4742.0
2013-04-14,,202.0,0.0,,,,,,,,,,,,2990.0,19.0,,,,272.0,,,,,8237.0,4869.0,,,882.0,4506.0,,864.0,,17.0,,0.0,,3272.0
2013-04-15,,191.0,0.0,,,,,,,,,,,,3018.0,58.0,,,,336.0,,,,,7437.0,4845.0,,,1966.0,891.0,,926.0,,17.0,,0.0,,3817.0
2013-04-16,,134.0,0.0,,,,,,,,,,,,2906.0,64.0,,,,489.0,,,,,1001.0,5419.0,,,2328.0,1104.0,,722.0,,19.0,,0.0,,1902.0
2013-04-17,,155.0,0.0,,,,,,,,,,,,3329.0,60.0,,,,511.0,,,,,7218.0,5718.0,,,1422.0,2902.0,,885.0,,32.0,,0.0,,5463.0
2013-04-18,,78.0,0.0,,,,,,,,,,,,2465.0,108.0,,,,530.0,,,,,9845.0,6971.0,,,1790.0,1900.0,,1135.0,,29.0,,0.0,,6127.0
2013-04-19,,109.0,0.0,,,,,,,,,,,,2591.0,72.0,,,,257.0,,,,,9609.0,5213.0,,,1436.0,1261.0,,1240.0,,14.0,,0.0,,5068.0
2013-04-20,,88.0,0.0,,,,,,,,,,,,2204.0,22.0,,,,223.0,,,,,9298.0,5737.0,,,1373.0,1960.0,,1502.0,,35.0,,0.0,,4355.0
2013-04-21,,49.0,0.0,,,,,,,,,,,,1924.0,39.0,,,,118.0,,,,,360.0,8982.0,,,1008.0,978.0,,1260.0,,42.0,,0.0,,4540.0
2013-04-22,,164.0,0.0,,,,,,,,,,,,3007.0,26.0,,,,268.0,,,,,3448.0,4549.0,,,1358.0,1535.0,,1099.0,,31.0,,0.0,,5018.0
2013-04-23,,107.0,0.0,,,,,,,,,,,,3848.0,53.0,,,,437.0,,,,,2156.0,5115.0,,,835.0,1660.0,,1210.0,,34.0,,0.0,,3349.0
2013-04-24,,248.0,0.0,,,,,,,,,,,,4310.0,42.0,,,,405.0,,,,,9959.0,3188.0,,,999.0,1546.0,,815.0,,27.0,,0.0,,2969.0
2013-04-25,,343.0,0.0,,,,,,,,,,,,3709.0,63.0,,,,404.0,,,,,10165.0,5235.0,,,1133.0,1331.0,,1025.0,,18.0,,0.0,,3041.0
2013-04-26,,195.0,0.0,,,,,,,,,,,,2710.0,47.0,,,,895.0,,,,,6461.0,4804.0,,,1504.0,1107.0,,978.0,,17.0,,0.0,,3107.0
2013-04-27,,643.0,0.0,,,,,,,,,,,,1614.0,33.0,,,,540.0,,,,,6560.0,4951.0,,,663.0,1775.0,,919.0,,51.0,,0.0,,7435.0
2013-04-28,,200.0,0.0,,,,,,,,,,,,3234.0,11.0,,,,486.0,,,,,290.0,4042.0,,,400.0,1885.0,,978.0,,82.0,,0.0,,6099.0
2013-04-29,,181.0,0.0,,,,,,,,,,,,4526.0,16.0,,,,463.0,,,,,277.0,4256.0,,,489.0,1302.0,,1077.0,,115.0,,0.0,,4351.0
2013-04-30,,269.0,0.0,,,,,,,,,,,,4647.0,9.0,,,,486.0,,,,,714.0,5198.0,,,353.0,897.0,,1163.0,,61.0,,0.0,,1546.0
2013-05-01,,372.0,0.0,,,,,,,,,,,,4116.0,29.0,,,,297.0,,,,,4767.0,3483.0,,,895.0,805.0,,1067.0,,161.0,,0.0,,2372.0
2013-05-02,,181.0,0.0,,,,,,,,,,,,8896.0,28.0,,,,50.0,,,,,276.0,4040.0,,,1311.0,693.0,,942.0,,127.0,,0.0,,10584.0
2013-05-03,,202.0,0.0,,,,,,,,,,,,3625.0,48.0,,,,213.0,,,,,446.0,3072.0,,,1707.0,805.0,,1053.0,,78.0,,0.0,,9248.0
2013-05-04,,157.0,0.0,,,,,,,,,,,,3293.0,13.0,,,,222.0,,,,,9788.0,4502.0,,,1312.0,927.0,,606.0,,102.0,,0.0,,4942.0
2013-05-05,,171.0,0.0,,,,,,,,,,,,3255.0,23.0,,,,182.0,,,,,183.0,2947.0,,,1137.0,727.0,,517.0,,86.0,,0.0,,6645.0
2013-05-06,,192.0,0.0,,,,,,,,,,,,13406.0,59.0,,,,234.0,,,,,7077.0,3096.0,,,1510.0,665.0,,572.0,,68.0,,0.0,,5920.0
2013-05-07,,220.0,0.0,,,,,,,,,,,,10760.0,49.0,,,,165.0,,,,,3083.0,2021.0,,,1227.0,2170.0,,569.0,,63.0,,0.0,,1942.0
2013-05-08,,157.0,0.0,,,,,,,,,,,,3377.0,74.0,,,,238.0,,,,,1676.0,1468.0,,,719.0,1758.0,,1044.0,,83.0,,0.0,,5668.0
2013-05-09,,243.0,0.0,,,,,,,,,,,,2637.0,43.0,,,,226.0,,,,,1353.0,3095.0,,,1791.0,1626.0,,1017.0,,68.0,,0.0,,5867.0
2013-05-10,,225.0,0.0,,,,,,,,,,,,2282.0,46.0,,,,115.0,,,,,7957.0,4470.0,,,2496.0,1364.0,,1282.0,,65.0,,0.0,,1349.0
2013-05-11,,173.0,0.0,,,,,,,,,,,,2846.0,24.0,,,,151.0,,,,,3727.0,5082.0,,,1599.0,946.0,,904.0,,101.0,,0.0,,6473.0
2013-05-12,,182.0,0.0,,,,,,,,,,,,3731.0,43.0,,,,185.0,,,,,3412.0,5773.0,,,2494.0,445.0,,495.0,,122.0,,0.0,,6080.0
2013-05-13,,70.0,0.0,,,,,,,,,,,,2163.0,96.0,,,,185.0,,,,,451.0,4132.0,,,3414.0,1018.0,,584.0,,65.0,,0.0,,6742.0
2013-05-14,,178.0,0.0,,,,,,,,,,,,3653.0,104.0,,,,201.0,,,,,321.0,2308.0,,,3029.0,1106.0,,659.0,,65.0,,0.0,,1925.0
2013-05-15,,262.0,0.0,,,,,,,,,,,,8514.0,63.0,,,,231.0,,,,,186.0,3546.0,,,2478.0,1859.0,,954.0,,63.0,,0.0,,6373.0
2013-05-16,,197.0,0.0,,,,,,,,,,,,6437.0,59.0,,,,204.0,,,,,370.0,2803.0,,,1833.0,3351.0,,1008.0,,65.0,,0.0,,6700.0
2013-05-17,,172.0,0.0,,,,,,,,,,,,3171.0,29.0,,,,118.0,,,,,216.0,3439.0,,,1412.0,1122.0,,771.0,,26.0,,0.0,,5390.0
2013-05-18,,218.0,0.0,,,,,,,,,,,,3470.0,45.0,,,,73.0,,,,,1044.0,2888.0,,,983.0,488.0,,619.0,,6.0,,0.0,,2412.0
2013-05-19,,281.0,0.0,,,,,,,,,,,,4529.0,30.0,,,,44.0,,,,,1067.0,3332.0,,,958.0,431.0,,646.0,,2.0,,0.0,,5753.0
2013-05-20,,201.0,0.0,,,,,,,,,,,,4500.0,36.0,,,,237.0,,,,,221.0,2244.0,,,2189.0,1145.0,,855.0,,1.0,,0.0,,7153.0
2013-05-21,,124.0,0.0,,,,,,,,,,,,7097.0,98.0,,,,163.0,,,,,115.0,2097.0,,,2240.0,800.0,,732.0,,3.0,,0.0,,4778.0
2013-05-22,,101.0,0.0,,,,,,,,,,,,5437.0,72.0,,,,150.0,,,,,75.0,4052.0,,,2699.0,1126.0,,706.0,,3.0,,0.0,,6461.0
2013-05-23,,232.0,0.0,,,,,,,,,,,,4682.0,29.0,,,,67.0,,,,,125.0,19645.0,,,5305.0,956.0,,767.0,,4.0,,0.0,,10142.0
2013-05-24,,257.0,0.0,,,,,,,,,,,,3923.0,16.0,,,,205.0,,,,,69.0,2274.0,,,3433.0,850.0,,849.0,,8.0,,0.0,,7324.0
2013-05-25,,156.0,0.0,,,,,,,,,,,,2349.0,9.0,,,,118.0,,,,,33.0,392.0,,,2545.0,578.0,,569.0,,2.0,,0.0,,2504.0
2013-05-26,,143.0,0.0,,,,,,,,,,,,3476.0,17.0,,,,144.0,,,,,226.0,1139.0,,,2315.0,753.0,,1053.0,,0.0,,0.0,,2777.0
2013-05-27,,80.0,0.0,,,,,,,,,,,,4605.0,20.0,,,,146.0,,,,,210.0,659.0,,,1474.0,772.0,,576.0,,2.0,,0.0,,4944.0
2013-05-28,,2.0,0.0,,,,,,,,,,,,3327.0,75.0,,,,143.0,,,,,80.0,1156.0,,,2344.0,1011.0,,587.0,,20.0,,0.0,,7140.0
2013-05-29,,88.0,0.0,,,,,,,,,,,,5870.0,57.0,,,,159.0,,,,,4126.0,3839.0,,,3099.0,1068.0,,879.0,,10.0,,0.0,,8778.0
2013-05-30,,194.0,0.0,,,,,,,,,,,,5519.0,45.0,,,,265.0,,,,,4020.0,4103.0,,,3030.0,1568.0,,863.0,,5.0,,0.0,,6830.0
2013-05-31,,139.0,0.0,,,,,,,,,,,,3795.0,66.0,,,,260.0,,,,,70.0,5108.0,,,2729.0,1279.0,,658.0,,7.0,,0.0,,2983.0
2013-06-01,,101.0,0.0,,,,,,,,,,,,3626.0,32.0,,,,172.0,,,,,145.0,3593.0,,,916.0,1017.0,,698.0,,21.0,,0.0,,0.0
2013-06-02,,54.0,0.0,,,,,,,,,,,,4721.0,20.0,,,,57.0,,,,,83.0,3110.0,,,621.0,1082.0,,460.0,,19.0,,0.0,,968.0
2013-06-03,,439.0,0.0,,,,,,,,,,,,5029.0,20.0,,,,132.0,,,,,87.0,3180.0,,,1399.0,2628.0,,809.0,,23.0,,0.0,,4075.0
2013-06-04,,277.0,0.0,,,,,,,,,,,,5274.0,51.0,,,,204.0,,,,,6017.0,2308.0,,,1804.0,1721.0,,746.0,,20.0,,0.0,,6285.0
2013-06-05,,586.0,0.0,,,,,,,,,,,,4964.0,47.0,,,,122.0,,,,,23502.0,3190.0,,,2189.0,2884.0,,855.0,,28.0,,0.0,,5931.0
2013-06-06,,356.0,0.0,,,,,,,,,,,,4978.0,55.0,,,,170.0,,,,,9563.0,4369.0,,,1579.0,2359.0,,924.0,,33.0,,0.0,,6589.0
2013-06-07,,441.0,0.0,,,,,,,,,,,,3387.0,62.0,,,,123.0,,,,,8318.0,1952.0,,,3002.0,2831.0,,1017.0,,255.0,,0.0,,5043.0
2013-06-08,,393.0,0.0,,,,,,,,,,,,1582.0,34.0,,,,112.0,,,,,195.0,3360.0,,,6128.0,845.0,,796.0,,249.0,,0.0,,4943.0
2013-06-09,,160.0,0.0,,,,,,,,,,,,1957.0,106.0,,,,89.0,,,,,105.0,4002.0,,,6615.0,571.0,,1072.0,,164.0,,0.0,,4047.0
2013-06-10,,1.0,0.0,,,,,,,,,,,,4324.0,35.0,,,,278.0,,,,,386.0,3734.0,,,4177.0,1079.0,,821.0,,259.0,,0.0,,5354.0
2013-06-11,,0.0,0.0,,,,,,,,,,,,3710.0,40.0,,,,170.0,,,,,1794.0,1975.0,,,1923.0,1376.0,,305.0,,207.0,,0.0,,5662.0
2013-06-12,,0.0,0.0,,,,,,,,,,,,5020.0,86.0,,,,198.0,,,,,9592.0,6823.0,,,2758.0,1243.0,,544.0,,87.0,,0.0,,5631.0
2013-06-13,,338.0,0.0,,,,,,,,,,,,1926.0,50.0,,,,109.0,,,,,237.0,3282.0,,,3986.0,1233.0,,555.0,,9.0,,0.0,,7377.0
2013-06-14,,487.0,0.0,,,,,,,,,,,,4930.0,41.0,,,,143.0,,,,,213.0,1903.0,,,3480.0,1753.0,,658.0,,3.0,,0.0,,10911.0
2013-06-15,,563.0,0.0,,,,,,,,,,,,2836.0,25.0,,,,133.0,,,,,360.0,2655.0,,,3319.0,1404.0,,331.0,,2.0,,0.0,,8953.0
2013-06-16,,379.0,0.0,,,,,,,,,,,,2323.0,19.0,,,,117.0,,,,,2602.0,3640.0,,,2089.0,990.0,,259.0,,1.0,,0.0,,7038.0
2013-06-17,,226.0,0.0,,,,,,,,,,,,2283.0,21.0,,,,427.0,,,,,9180.0,2324.0,,,1558.0,1058.0,,756.0,,16.0,,0.0,,4535.0
2013-06-18,,239.0,0.0,,,,,,,,,,,,4609.0,58.0,,,,376.0,,,,,4826.0,3712.0,,,2038.0,1291.0,,1229.0,,31.0,,0.0,,4628.0
2013-06-19,,331.0,0.0,,,,,,,,,,,,4567.0,75.0,,,,327.0,,,,,2380.0,3991.0,,,1881.0,1469.0,,1437.0,,66.0,,0.0,,6107.0
2013-06-20,,860.0,0.0,,,,,,,,,,,,3496.0,35.0,,,,175.0,,,,,2491.0,5092.0,,,2102.0,1779.0,,1048.0,,22.0,,0.0,,5246.0
2013-06-21,,292.0,0.0,,,,,,,,,,,,4899.0,46.0,,,,130.0,,,,,4906.0,3898.0,,,1857.0,770.0,,749.0,,28.0,,0.0,,3802.0
2013-06-22,,158.0,0.0,,,,,,,,,,,,3320.0,2.0,,,,128.0,,,,,2019.0,2029.0,,,1721.0,1031.0,,534.0,,31.0,,0.0,,5384.0
2013-06-23,,136.0,0.0,,,,,,,,,,,,3063.0,7.0,,,,99.0,,,,,266.0,2001.0,,,3007.0,1093.0,,650.0,,11.0,,0.0,,5044.0
2013-06-24,,136.0,0.0,,,,,,,,,,,,4518.0,57.0,,,,189.0,,,,,370.0,3247.0,,,2141.0,875.0,,1447.0,,27.0,,0.0,,4550.0
2013-06-25,,278.0,170.0,,,,,,,,,,,,5480.0,53.0,,,,218.0,,,,,146.0,2238.0,,,2530.0,1195.0,,1095.0,,22.0,,0.0,,766.0
2013-06-26,,519.0,0.0,,,,,,,,,,,,7306.0,24.0,,,,206.0,,,,,1924.0,1382.0,,,1423.0,1546.0,,1439.0,,0.0,,0.0,,4409.0
2013-06-27,,362.0,0.0,,,,,,,,,,,,2689.0,37.0,,,,193.0,,,,,164.0,2017.0,,,1613.0,2020.0,,942.0,,8.0,,0.0,,7230.0
2013-06-28,,437.0,4.0,,,,,,,,,,,,6682.0,43.0,,,,368.0,,,,,511.0,1567.0,,,1973.0,1898.0,,485.0,,20.0,,0.0,,4915.0
2013-06-29,,236.0,0.0,,,,,,,,,,,,3709.0,12.0,,,,54.0,,,,,234.0,2352.0,,,1834.0,547.0,,135.0,,50.0,,0.0,,6951.0
2013-06-30,,129.0,0.0,,,,,,,,,,,,3136.0,15.0,,,,36.0,,,,,150.0,2573.0,,,3023.0,711.0,,498.0,,68.0,,0.0,,7992.0
