,[CCT LSU SUPERMIC] Number of Jobs Running,[GATECH KEENELAND] Number of Jobs Running,[GATECH KIDS] Number of Jobs Running,[IU BIGRED*] Number of Jobs Running,[LONI QUEENBEE] Number of Jobs Running,[NCAR FROST] Number of Jobs Running,[NCSA ABE] Number of Jobs Running,[NCSA COBALT] Number of Jobs Running,[NCSA DTF] Number of Jobs Running,[NCSA EMBER*] Number of Jobs Running,[NCSA FORGE] Number of Jobs Running,[NCSA LINCOLN] Number of Jobs Running,[NICS ATHENA] Number of Jobs Running,[NICS DARTER] Number of Jobs Running,[NICS KRAKEN] Number of Jobs Running,[NICS NAUTILUS] Number of Jobs Running,[ORNL NSTG] Number of Jobs Running,[OSG] Number of Jobs Running,[PSC BIGBEN] Number of Jobs Running,[PSC BLACKLIGHT] Number of Jobs Running,[PSC BRIDGES LARGE] Number of Jobs Running,[PSC BRIDGES] Number of Jobs Running,[PSC GREENFIELD] Number of Jobs Running,[PSC POPLE] Number of Jobs Running,[PURDUE CONDOR] Number of Jobs Running,[PURDUE STEELE] Number of Jobs Running,[SDSC COMET] Number of Jobs Running,[SDSC DASH] Number of Jobs Running,[SDSC GORDON] Number of Jobs Running,[SDSC TRESTLES] Number of Jobs Running,[Stanford XSTREAM] Number of Jobs Running,[TACC LONESTAR4] Number of Jobs Running,[TACC LONESTAR] Number of Jobs Running,[TACC LONGHORN] Number of Jobs Running,[TACC MAVERICK2] Number of Jobs Running,[TACC RANGER] Number of Jobs Running,[TACC SPUR] Number of Jobs Running,[TACC STAMPEDE] Number of Jobs Running
2014-08-24,0.0,364.0,8.0,,,,,,,,,,,1553.0,,5.0,,0.0,,89.0,,,,,,,,,965.0,477.0,,240.0,,,349.0,,,7086.0
2014-08-25,0.0,403.0,8.0,,,,,,,,,,,1089.0,,5.0,,0.0,,152.0,,,,,,,,,1344.0,627.0,,208.0,,,174.0,,,6726.0
2014-08-26,0.0,869.0,7.0,,,,,,,,,,,65.0,,5.0,,0.0,,139.0,,,,,,,,,1675.0,857.0,,157.0,,,112.0,,,7993.0
2014-08-27,0.0,331.0,3.0,,,,,,,,,,,1100.0,,3.0,,0.0,,203.0,,,,,,,,,1458.0,913.0,,222.0,,,151.0,,,7619.0
2014-08-28,0.0,430.0,2.0,,,,,,,,,,,1045.0,,4.0,,0.0,,155.0,,,,,,,,,2066.0,792.0,,179.0,,,1452.0,,,5872.0
2014-08-29,0.0,535.0,0.0,,,,,,,,,,,1053.0,,14.0,,0.0,,132.0,,,,,,,,,1526.0,619.0,,139.0,,,3022.0,,,4682.0
2014-08-30,0.0,215.0,0.0,,,,,,,,,,,1725.0,,27.0,,0.0,,98.0,,,,,,,,,1180.0,928.0,,163.0,,,4178.0,,,5931.0
2014-08-31,0.0,29.0,0.0,,,,,,,,,,,122.0,,32.0,,0.0,,100.0,,,,,,,,,1081.0,483.0,,155.0,,,2253.0,,,7660.0
2014-09-01,0.0,43.0,0.0,,,,,,,,,,,1303.0,,6.0,,0.0,,116.0,,,,,,,,,1554.0,717.0,,153.0,,,121.0,,,7404.0
2014-09-02,0.0,22.0,0.0,,,,,,,,,,,1887.0,,5.0,,0.0,,128.0,,,,,,,,,1244.0,890.0,,124.0,,,95.0,,,4634.0
2014-09-03,0.0,219.0,0.0,,,,,,,,,,,44.0,,5.0,,0.0,,171.0,,,,,,,,,1580.0,1075.0,,156.0,,,150.0,,,7277.0
2014-09-04,0.0,567.0,0.0,,,,,,,,,,,1316.0,,9.0,,0.0,,171.0,,,,,,,,,1239.0,1053.0,,213.0,,,133.0,,,6661.0
2014-09-05,0.0,337.0,0.0,,,,,,,,,,,651.0,,4.0,,0.0,,178.0,,,,,,,,,1014.0,873.0,,230.0,,,121.0,,,5875.0
2014-09-06,0.0,105.0,0.0,,,,,,,,,,,55.0,,6.0,,0.0,,106.0,,,,,,,,,930.0,748.0,,167.0,,,118.0,,,4569.0
2014-09-07,0.0,24.0,0.0,,,,,,,,,,,83.0,,4.0,,0.0,,131.0,,,,,,,,,1069.0,799.0,,72.0,,,101.0,,,5979.0
2014-09-08,0.0,36.0,0.0,,,,,,,,,,,1156.0,,3.0,,0.0,,125.0,,,,,,,,,932.0,1071.0,,275.0,,,109.0,,,4031.0
2014-09-09,0.0,33.0,0.0,,,,,,,,,,,1266.0,,5.0,,0.0,,171.0,,,,,,,,,819.0,1003.0,,333.0,,,1074.0,,,2038.0
2014-09-10,0.0,75.0,0.0,,,,,,,,,,,1046.0,,6.0,,0.0,,201.0,,,,,,,,,947.0,982.0,,271.0,,,1267.0,,,5341.0
2014-09-11,0.0,223.0,0.0,,,,,,,,,,,1493.0,,4.0,,0.0,,214.0,,,,,,,,,752.0,1096.0,,355.0,,,889.0,,,5515.0
2014-09-12,0.0,737.0,0.0,,,,,,,,,,,577.0,,6.0,,0.0,,121.0,,,,,,,,,692.0,1175.0,,455.0,,,485.0,,,6413.0
2014-09-13,0.0,88.0,0.0,,,,,,,,,,,76.0,,6.0,,0.0,,138.0,,,,,,,,,773.0,918.0,,393.0,,,207.0,,,5149.0
2014-09-14,0.0,60.0,0.0,,,,,,,,,,,109.0,,5.0,,0.0,,114.0,,,,,,,,,929.0,518.0,,411.0,,,91.0,,,3670.0
2014-09-15,0.0,165.0,0.0,,,,,,,,,,,992.0,,4.0,,0.0,,182.0,,,,,,,,,1142.0,392.0,,425.0,,,465.0,,,5261.0
2014-09-16,0.0,447.0,0.0,,,,,,,,,,,1519.0,,6.0,,0.0,,155.0,,,,,,,,,755.0,828.0,,854.0,,,528.0,,,3693.0
2014-09-17,0.0,508.0,0.0,,,,,,,,,,,640.0,,4.0,,0.0,,132.0,,,,,,,,,955.0,2128.0,,1102.0,,,6.0,,,3730.0
2014-09-18,0.0,523.0,0.0,,,,,,,,,,,878.0,,5.0,,0.0,,141.0,,,,,,,,,1035.0,794.0,,582.0,,,80.0,,,4466.0
2014-09-19,0.0,385.0,0.0,,,,,,,,,,,1346.0,,9.0,,0.0,,260.0,,,,,,,,,913.0,955.0,,359.0,,,134.0,,,5609.0
2014-09-20,0.0,281.0,0.0,,,,,,,,,,,144.0,,7.0,,0.0,,155.0,,,,,,,,,1018.0,522.0,,131.0,,,86.0,,,4754.0
2014-09-21,0.0,277.0,0.0,,,,,,,,,,,92.0,,4.0,,0.0,,158.0,,,,,,,,,928.0,870.0,,147.0,,,20.0,,,5381.0
2014-09-22,0.0,289.0,0.0,,,,,,,,,,,506.0,,5.0,,0.0,,191.0,,,,,,,,,1166.0,958.0,,570.0,,,57.0,,,5625.0
2014-09-23,0.0,262.0,0.0,,,,,,,,,,,1185.0,,3.0,,0.0,,158.0,,,,,,,,,967.0,876.0,,265.0,,,29.0,,,5451.0
2014-09-24,0.0,301.0,0.0,,,,,,,,,,,311.0,,1.0,,0.0,,165.0,,,,,,,,,979.0,716.0,,276.0,,,11.0,,,3388.0
2014-09-25,0.0,192.0,0.0,,,,,,,,,,,606.0,,4.0,,0.0,,166.0,,,,,,,,,870.0,906.0,,360.0,,,144.0,,,4755.0
2014-09-26,0.0,127.0,0.0,,,,,,,,,,,666.0,,4.0,,0.0,,147.0,,,,,,,,,1057.0,942.0,,169.0,,,21.0,,,4744.0
2014-09-27,0.0,72.0,0.0,,,,,,,,,,,703.0,,3.0,,0.0,,83.0,,,,,,,,,728.0,461.0,,50.0,,,22.0,,,4928.0
2014-09-28,0.0,67.0,0.0,,,,,,,,,,,1291.0,,4.0,,0.0,,377.0,,,,,,,,,915.0,785.0,,159.0,,,29.0,,,4877.0
2014-09-29,0.0,239.0,0.0,,,,,,,,,,,804.0,,5.0,,0.0,,172.0,,,,,,,,,1043.0,1081.0,,561.0,,,198.0,,,7723.0
2014-09-30,0.0,115.0,0.0,,,,,,,,,,,796.0,,4.0,,0.0,,101.0,,,,,,,,,1073.0,1567.0,,254.0,,,116.0,,,3527.0
2014-10-01,0.0,241.0,0.0,,,,,,,,,,,120.0,,5.0,,0.0,,80.0,,,,,,,,,1196.0,1349.0,,193.0,,,83.0,,,14981.0
2014-10-02,0.0,210.0,0.0,,,,,,,,,,,112.0,,6.0,,0.0,,82.0,,,,,,,,,2450.0,2108.0,,282.0,,,290.0,,,4676.0
2014-10-03,17.0,212.0,0.0,,,,,,,,,,,240.0,,11.0,,0.0,,64.0,,,,,,,,,2199.0,1368.0,,314.0,,,91.0,,,4177.0
2014-10-04,0.0,103.0,0.0,,,,,,,,,,,247.0,,23.0,,0.0,,119.0,,,,,,,,,1836.0,1110.0,,327.0,,,126.0,,,3236.0
2014-10-05,0.0,202.0,0.0,,,,,,,,,,,103.0,,29.0,,0.0,,79.0,,,,,,,,,1184.0,688.0,,21.0,,,162.0,,,3671.0
2014-10-06,10.0,273.0,0.0,,,,,,,,,,,448.0,,12.0,,0.0,,112.0,,,,,,,,,1111.0,777.0,,26.0,,,317.0,,,9425.0
2014-10-07,0.0,241.0,0.0,,,,,,,,,,,655.0,,35.0,,0.0,,78.0,,,,,,,,,1208.0,760.0,,30.0,,,209.0,,,7285.0
2014-10-08,1.0,399.0,0.0,,,,,,,,,,,304.0,,0.0,,0.0,,113.0,,,,,,,,,1551.0,922.0,,12.0,,,185.0,,,3354.0
2014-10-09,4.0,512.0,0.0,,,,,,,,,,,1163.0,,0.0,,0.0,,121.0,,,,,,,,,1746.0,596.0,,37.0,,,190.0,,,3910.0
2014-10-10,8.0,587.0,0.0,,,,,,,,,,,329.0,,0.0,,0.0,,91.0,,,,,,,,,1467.0,609.0,,65.0,,,100.0,,,5007.0
2014-10-11,1.0,180.0,0.0,,,,,,,,,,,21.0,,0.0,,0.0,,79.0,,,,,,,,,1814.0,438.0,,43.0,,,105.0,,,3182.0
2014-10-12,0.0,587.0,0.0,,,,,,,,,,,195.0,,0.0,,0.0,,79.0,,,,,,,,,2311.0,471.0,,33.0,,,224.0,,,3962.0
2014-10-13,5.0,687.0,0.0,,,,,,,,,,,819.0,,0.0,,0.0,,81.0,,,,,,,,,2012.0,1380.0,,232.0,,,113.0,,,5422.0
2014-10-14,4.0,372.0,0.0,,,,,,,,,,,1401.0,,14.0,,0.0,,122.0,,,,,,,,,2024.0,1870.0,,215.0,,,204.0,,,9609.0
2014-10-15,12.0,412.0,0.0,,,,,,,,,,,1174.0,,8.0,,0.0,,107.0,,,,,,,,,2011.0,1219.0,,26.0,,,215.0,,,7826.0
2014-10-16,6.0,657.0,0.0,,,,,,,,,,,3262.0,,43.0,,0.0,,106.0,,,,,,,,,1912.0,3032.0,,30.0,,,191.0,,,4338.0
2014-10-17,32.0,563.0,0.0,,,,,,,,,,,599.0,,4.0,,0.0,,109.0,,,,,,,,,2387.0,1105.0,,52.0,,,149.0,,,4584.0
2014-10-18,0.0,576.0,0.0,,,,,,,,,,,350.0,,5.0,,0.0,,67.0,,,,,,,,,2199.0,722.0,,68.0,,,94.0,,,4459.0
2014-10-19,0.0,433.0,0.0,,,,,,,,,,,1237.0,,7.0,,0.0,,74.0,,,,,,,,,2647.0,513.0,,20.0,,,43.0,,,2494.0
2014-10-20,5.0,388.0,0.0,,,,,,,,,,,647.0,,5.0,,0.0,,119.0,,,,,,,,,2222.0,1066.0,,34.0,,,108.0,,,4133.0
2014-10-21,6.0,753.0,0.0,,,,,,,,,,,1960.0,,6.0,,0.0,,93.0,,,,,,,,,1711.0,821.0,,36.0,,,39.0,,,1290.0
2014-10-22,3.0,630.0,0.0,,,,,,,,,,,370.0,,2.0,,0.0,,70.0,,,,,,,,,1313.0,944.0,,51.0,,,154.0,,,4120.0
2014-10-23,0.0,696.0,0.0,,,,,,,,,,,2628.0,,3.0,,0.0,,69.0,,,,,,,,,1419.0,1184.0,,96.0,,,99.0,,,3428.0
2014-10-24,0.0,553.0,0.0,,,,,,,,,,,2782.0,,4.0,,0.0,,99.0,,,,,,,,,3090.0,1045.0,,45.0,,,68.0,,,8445.0
2014-10-25,0.0,533.0,0.0,,,,,,,,,,,1149.0,,3.0,,0.0,,70.0,,,,,,,,,2803.0,586.0,,31.0,,,72.0,,,5409.0
2014-10-26,0.0,541.0,0.0,,,,,,,,,,,769.0,,3.0,,0.0,,99.0,,,,,,,,,2217.0,526.0,,37.0,,,169.0,,,4763.0
2014-10-27,0.0,802.0,0.0,,,,,,,,,,,1234.0,,5.0,,0.0,,76.0,,,,,,,,,1431.0,1023.0,,146.0,,,199.0,,,4368.0
2014-10-28,0.0,831.0,0.0,,,,,,,,,,,1080.0,,5.0,,0.0,,78.0,,,,,,,,,1363.0,1907.0,,131.0,,,136.0,,,1737.0
2014-10-29,0.0,1229.0,0.0,,,,,,,,,,,584.0,,3.0,,0.0,,98.0,,,,,,,,,2594.0,923.0,,175.0,,,61.0,,,3719.0
2014-10-30,0.0,515.0,0.0,,,,,,,,,,,595.0,,5.0,,0.0,,127.0,,,,,,,,,2236.0,1275.0,,113.0,,,68.0,,,4243.0
2014-10-31,9.0,570.0,0.0,,,,,,,,,,,1198.0,,3.0,,0.0,,78.0,,,,,,,,,1348.0,1060.0,,77.0,,,67.0,,,5539.0
2014-11-01,7.0,1081.0,0.0,,,,,,,,,,,117.0,,1.0,,0.0,,81.0,,,,,,,,,1005.0,337.0,,27.0,,,39.0,,,3987.0
2014-11-02,7.0,571.0,0.0,,,,,,,,,,,1739.0,,1.0,,0.0,,55.0,,,,,,,,,826.0,1873.0,,23.0,,,29.0,,,4289.0
2014-11-03,9.0,1277.0,0.0,,,,,,,,,,,836.0,,5.0,,0.0,,148.0,,,,,,,,,1638.0,1003.0,,63.0,,,39.0,,,5567.0
2014-11-04,7.0,478.0,0.0,,,,,,,,,,,363.0,,6.0,,0.0,,188.0,,,,,,,,,1352.0,2782.0,,70.0,,,39.0,,,5390.0
2014-11-05,7.0,877.0,0.0,,,,,,,,,,,437.0,,1.0,,0.0,,186.0,,,,,,,,,1764.0,1642.0,,59.0,,,41.0,,,6224.0
2014-11-06,14.0,2003.0,0.0,,,,,,,,,,,1768.0,,0.0,,0.0,,169.0,,,,,,,,,1322.0,1067.0,,53.0,,,39.0,,,4060.0
2014-11-07,15.0,632.0,0.0,,,,,,,,,,,552.0,,6.0,,0.0,,470.0,,,,,,,,,1185.0,839.0,,171.0,,,53.0,,,4477.0
2014-11-08,6.0,970.0,0.0,,,,,,,,,,,313.0,,3.0,,0.0,,477.0,,,,,,,,,1079.0,540.0,,37.0,,,42.0,,,6080.0
2014-11-09,10.0,696.0,0.0,,,,,,,,,,,350.0,,3.0,,0.0,,73.0,,,,,,,,,1374.0,605.0,,20.0,,,25.0,,,5415.0
2014-11-10,7.0,1683.0,0.0,,,,,,,,,,,377.0,,5.0,,0.0,,864.0,,,,,,,,,1733.0,790.0,,65.0,,,29.0,,,3991.0
2014-11-11,5.0,1292.0,0.0,,,,,,,,,,,599.0,,2.0,,0.0,,779.0,,,,,,,,,1821.0,778.0,,62.0,,,19.0,,,3305.0
2014-11-12,17.0,2075.0,0.0,,,,,,,,,,,561.0,,8.0,,0.0,,249.0,,,,,,,,,2262.0,945.0,,44.0,,,17.0,,,3867.0
2014-11-13,7.0,2504.0,0.0,,,,,,,,,,,614.0,,43.0,,0.0,,381.0,,,,,,,,,1595.0,1807.0,,80.0,,,32.0,,,4869.0
2014-11-14,16.0,1475.0,0.0,,,,,,,,,,,324.0,,27.0,,0.0,,244.0,,,,,,,,,1524.0,655.0,,83.0,,,61.0,,,3998.0
2014-11-15,6.0,1812.0,0.0,,,,,,,,,,,117.0,,6.0,,0.0,,146.0,,,,,,,,,1295.0,462.0,,44.0,,,7.0,,,2982.0
2014-11-16,8.0,670.0,0.0,,,,,,,,,,,180.0,,10.0,,0.0,,288.0,,,,,,,,,2027.0,428.0,,97.0,,,72.0,,,5520.0
2014-11-17,6.0,693.0,0.0,,,,,,,,,,,294.0,,6.0,,0.0,,547.0,,,,,,,,,2406.0,1062.0,,221.0,,,89.0,,,4162.0
2014-11-18,6.0,590.0,0.0,,,,,,,,,,,384.0,,7.0,,0.0,,391.0,,,,,,,,,2096.0,1076.0,,164.0,,,51.0,,,4476.0
2014-11-19,7.0,591.0,0.0,,,,,,,,,,,118.0,,12.0,,0.0,,114.0,,,,,,,,,2259.0,1378.0,,182.0,,,88.0,,,3963.0
2014-11-20,13.0,392.0,0.0,,,,,,,,,,,187.0,,6.0,,0.0,,104.0,,,,,,,,,1527.0,1824.0,,175.0,,,62.0,,,3975.0
2014-11-21,8.0,633.0,0.0,,,,,,,,,,,212.0,,2.0,,0.0,,149.0,,,,,,,,,1593.0,1657.0,,59.0,,,87.0,,,4009.0
2014-11-22,7.0,882.0,0.0,,,,,,,,,,,51.0,,1.0,,0.0,,94.0,,,,,,,,,1278.0,1232.0,,38.0,,,140.0,,,3330.0
2014-11-23,9.0,532.0,0.0,,,,,,,,,,,24.0,,1.0,,0.0,,75.0,,,,,,,,,1588.0,673.0,,41.0,,,340.0,,,3530.0
2014-11-24,8.0,747.0,0.0,,,,,,,,,,,581.0,,2.0,,0.0,,114.0,,,,,,,,,1287.0,1790.0,,55.0,,,198.0,,,3754.0
2014-11-25,17.0,578.0,0.0,,,,,,,,,,,124.0,,1.0,,0.0,,103.0,,,,,,,,,1235.0,2632.0,,72.0,,,190.0,,,1594.0
2014-11-26,11.0,561.0,0.0,,,,,,,,,,,112.0,,1.0,,0.0,,91.0,,,,,,,,,1074.0,1125.0,,54.0,,,119.0,,,3773.0
2014-11-27,6.0,454.0,0.0,,,,,,,,,,,74.0,,1.0,,0.0,,106.0,,,,,,,,,1142.0,848.0,,69.0,,,81.0,,,2440.0
2014-11-28,6.0,616.0,0.0,,,,,,,,,,,80.0,,1.0,,0.0,,83.0,,,,,,,,,1130.0,1005.0,,42.0,,,106.0,,,2747.0
2014-11-29,5.0,854.0,0.0,,,,,,,,,,,29.0,,1.0,,0.0,,50.0,,,,,,,,,1206.0,631.0,,111.0,,,156.0,,,2910.0
2014-11-30,7.0,393.0,0.0,,,,,,,,,,,71.0,,4.0,,0.0,,67.0,,,,,,,,,1378.0,428.0,,104.0,,,205.0,,,2830.0
2014-12-01,7.0,1116.0,0.0,,,,,,,,,,,169.0,,1.0,,0.0,,124.0,,,,,,,,,1032.0,929.0,,184.0,,,121.0,,,7992.0
2014-12-02,7.0,273.0,0.0,,,,,,,,,,,199.0,,3.0,,0.0,,137.0,,,,,,,,,906.0,2153.0,,88.0,,,99.0,,,5227.0
2014-12-03,7.0,341.0,0.0,,,,,,,,,,,73.0,,0.0,,0.0,,109.0,,,,,,,,,1714.0,4237.0,,75.0,,,60.0,,,4873.0
2014-12-04,80.0,639.0,0.0,,,,,,,,,,,162.0,,3.0,,0.0,,117.0,,,,,,,,,1167.0,986.0,,90.0,,,183.0,,,2682.0
2014-12-05,16.0,578.0,0.0,,,,,,,,,,,279.0,,2.0,,0.0,,207.0,,,,,,,,,1142.0,3037.0,,69.0,,,218.0,,,2699.0
2014-12-06,6.0,579.0,0.0,,,,,,,,,,,61.0,,5.0,,0.0,,27.0,,,,,,,,,1041.0,3793.0,,86.0,,,167.0,,,2839.0
2014-12-07,8.0,1179.0,0.0,,,,,,,,,,,144.0,,1.0,,0.0,,166.0,,,,,,,,,1905.0,3494.0,,61.0,,,120.0,,,3238.0
2014-12-08,9.0,762.0,0.0,,,,,,,,,,,119.0,,2.0,,0.0,,131.0,,,,,,,,,1510.0,2625.0,,351.0,,,204.0,,,4326.0
2014-12-09,12.0,510.0,0.0,,,,,,,,,,,203.0,,1.0,,0.0,,264.0,,,,,,,,,1800.0,3649.0,,144.0,,,172.0,,,5242.0
2014-12-10,10.0,367.0,0.0,,,,,,,,,,,108.0,,4.0,,0.0,,158.0,,,,,,,,,2364.0,4024.0,,387.0,,,82.0,,,4425.0
2014-12-11,13.0,219.0,0.0,,,,,,,,,,,214.0,,6.0,,0.0,,265.0,,,,,,,,,2453.0,3566.0,,218.0,,,107.0,,,4642.0
2014-12-12,24.0,313.0,0.0,,,,,,,,,,,355.0,,9.0,,0.0,,136.0,,,,,,,,,2271.0,900.0,,604.0,,,152.0,,,3673.0
2014-12-13,23.0,594.0,0.0,,,,,,,,,,,89.0,,4.0,,0.0,,171.0,,,,,,,,,2347.0,498.0,,268.0,,,94.0,,,3280.0
2014-12-14,17.0,561.0,0.0,,,,,,,,,,,118.0,,1.0,,0.0,,176.0,,,,,,,,,4535.0,411.0,,110.0,,,55.0,,,5811.0
2014-12-15,53.0,978.0,0.0,,,,,,,,,,,115.0,,1.0,,0.0,,161.0,,,,,,,,,5562.0,2500.0,,118.0,,,141.0,,,4007.0
2014-12-16,44.0,1277.0,0.0,,,,,,,,,,,55.0,,5.0,,0.0,,143.0,,,,,,,,,2055.0,3565.0,,224.0,,,148.0,,,3130.0
2014-12-17,31.0,755.0,0.0,,,,,,,,,,,243.0,,4.0,,0.0,,212.0,,,,,,,,,4094.0,1452.0,,132.0,,,156.0,,,3075.0
2014-12-18,34.0,358.0,0.0,,,,,,,,,,,8.0,,1.0,,0.0,,191.0,,,,,,,,,5533.0,994.0,,170.0,,,171.0,,,3464.0
2014-12-19,23.0,609.0,0.0,,,,,,,,,,,29.0,,2.0,,0.0,,178.0,,,,,,,,,3808.0,1778.0,,470.0,,,108.0,,,3173.0
2014-12-20,19.0,786.0,0.0,,,,,,,,,,,25.0,,1.0,,0.0,,106.0,,,,,,,,,5714.0,2242.0,,350.0,,,81.0,,,2620.0
2014-12-21,16.0,740.0,0.0,,,,,,,,,,,103.0,,1.0,,0.0,,71.0,,,,,,,,,3543.0,1404.0,,305.0,,,91.0,,,3766.0
2014-12-22,18.0,1047.0,0.0,,,,,,,,,,,51.0,,1.0,,0.0,,110.0,,,,,,,,,4428.0,4611.0,,120.0,,,68.0,,,3615.0
2014-12-23,14.0,941.0,0.0,,,,,,,,,,,31.0,,2.0,,0.0,,105.0,,,,,,,,,3286.0,2906.0,,263.0,,,64.0,,,3458.0
2014-12-24,11.0,468.0,0.0,,,,,,,,,,,19.0,,7.0,,0.0,,74.0,,,,,,,,,3031.0,1653.0,,161.0,,,54.0,,,2995.0
2014-12-25,12.0,385.0,0.0,,,,,,,,,,,25.0,,7.0,,0.0,,157.0,,,,,,,,,3227.0,951.0,,124.0,,,28.0,,,2238.0
2014-12-26,11.0,498.0,0.0,,,,,,,,,,,24.0,,12.0,,0.0,,193.0,,,,,,,,,4678.0,390.0,,62.0,,,52.0,,,1821.0
2014-12-27,14.0,515.0,0.0,,,,,,,,,,,32.0,,13.0,,0.0,,177.0,,,,,,,,,3263.0,524.0,,46.0,,,28.0,,,2571.0
2014-12-28,15.0,446.0,0.0,,,,,,,,,,,15.0,,8.0,,0.0,,67.0,,,,,,,,,3667.0,436.0,,34.0,,,27.0,,,3792.0
2014-12-29,13.0,519.0,0.0,,,,,,,,,,,30.0,,9.0,,0.0,,52.0,,,,,,,,,1332.0,842.0,,58.0,,,95.0,,,2528.0
2014-12-30,16.0,253.0,0.0,,,,,,,,,,,66.0,,6.0,,0.0,,107.0,,,,,,,,,1422.0,370.0,,15.0,,,117.0,,,2927.0
2014-12-31,17.0,56.0,0.0,,,,,,,,,,,27.0,,5.0,,0.0,,90.0,,,,,,,,,461.0,218.0,,4.0,,,94.0,,,4432.0
2015-01-01,22.0,0.0,0.0,,,,,,,,,,,12.0,,5.0,,0.0,,152.0,,,,,,,,,286.0,243.0,,4.0,,,82.0,,,2841.0
2015-01-02,18.0,0.0,0.0,,,,,,,,,,,4.0,,5.0,,0.0,,293.0,,,,,,,,,1253.0,695.0,,1.0,,,87.0,,,3690.0
2015-01-03,20.0,0.0,0.0,,,,,,,,,,,3.0,,21.0,,0.0,,70.0,,,,,,,,,3855.0,876.0,,0.0,,,71.0,,,3039.0
2015-01-04,30.0,0.0,0.0,,,,,,,,,,,4.0,,13.0,,0.0,,77.0,,,,,,,,,7429.0,390.0,,0.0,,,4.0,,,180.0
2015-01-05,30.0,0.0,0.0,,,,,,,,,,,18.0,,2.0,,0.0,,110.0,,,,,,,,,2449.0,2450.0,,0.0,,,18.0,,,471.0
2015-01-06,28.0,0.0,0.0,,,,,,,,,,,17.0,,1.0,,0.0,,85.0,,,,,,,,,2086.0,759.0,,0.0,,,87.0,,,4204.0
2015-01-07,43.0,0.0,0.0,,,,,,,,,,,3.0,,0.0,,0.0,,139.0,,,,,,,,,7758.0,1012.0,,0.0,,,106.0,,,4651.0
2015-01-08,30.0,0.0,0.0,,,,,,,,,,,52.0,,7.0,,0.0,,84.0,,,,,,,,,6718.0,1525.0,,0.0,,,76.0,,,4486.0
2015-01-09,21.0,0.0,0.0,,,,,,,,,,,28.0,,15.0,,0.0,,74.0,,,,,,,,,2289.0,428.0,,0.0,,,76.0,,,4520.0
2015-01-10,19.0,0.0,0.0,,,,,,,,,,,24.0,,4.0,,1.0,,36.0,,,,,,,,,2112.0,365.0,,0.0,,,24.0,,,3354.0
2015-01-11,27.0,0.0,0.0,,,,,,,,,,,23.0,,3.0,,1.0,,103.0,,,,,,,,,5982.0,359.0,,0.0,,,25.0,,,3663.0
2015-01-12,25.0,0.0,0.0,,,,,,,,,,,110.0,,4.0,,2.0,,102.0,,,,,,,,,2309.0,751.0,,0.0,,,98.0,,,4720.0
2015-01-13,27.0,0.0,0.0,,,,,,,,,,,100.0,,2.0,,4.0,,104.0,,,,,,,,,1777.0,1252.0,,0.0,,,8.0,,,1627.0
2015-01-14,30.0,0.0,0.0,,,,,,,,,,,72.0,,4.0,,14.0,,164.0,,,,,,,,,1942.0,981.0,,0.0,,,88.0,,,3880.0
2015-01-15,23.0,0.0,0.0,,,,,,,,,,,127.0,,16.0,,18.0,,157.0,,,,,,,,,4309.0,1546.0,,0.0,,,130.0,,,3878.0
2015-01-16,40.0,0.0,0.0,,,,,,,,,,,74.0,,4.0,,21.0,,187.0,,,,,,,,,4100.0,1408.0,,0.0,,,101.0,,,4930.0
2015-01-17,43.0,0.0,0.0,,,,,,,,,,,68.0,,2.0,,7387.0,,70.0,,,,,,,,,3136.0,1311.0,,0.0,,,39.0,,,3735.0
2015-01-18,40.0,0.0,0.0,,,,,,,,,,,36.0,,3.0,,69345.0,,96.0,,,,,,,,,5798.0,758.0,,0.0,,,50.0,,,4276.0
2015-01-19,44.0,0.0,0.0,,,,,,,,,,,21.0,,2.0,,64299.0,,125.0,,,,,,,,,4160.0,750.0,,0.0,,,114.0,,,4769.0
2015-01-20,46.0,0.0,0.0,,,,,,,,,,,287.0,,1.0,,95246.0,,113.0,,,,,,,,,2722.0,1333.0,,2.0,,,53.0,,,5151.0
2015-01-21,85.0,0.0,0.0,,,,,,,,,,,220.0,,1.0,,99799.0,,73.0,,,,,,,,,4817.0,3024.0,,1.0,,,34.0,,,5381.0
2015-01-22,59.0,0.0,0.0,,,,,,,,,,,124.0,,6.0,,54553.0,,137.0,,,,,,,,,3353.0,1094.0,,1.0,,,46.0,,,4923.0
2015-01-23,77.0,0.0,0.0,,,,,,,,,,,195.0,,8.0,,59527.0,,111.0,,,,,,,,,2314.0,1503.0,,2.0,,,60.0,,,5353.0
2015-01-24,91.0,0.0,0.0,,,,,,,,,,,71.0,,2.0,,77508.0,,83.0,,,,,,,,,4750.0,836.0,,0.0,,,19.0,,,4136.0
2015-01-25,127.0,0.0,0.0,,,,,,,,,,,34.0,,1.0,,88284.0,,87.0,,,,,,,,,1875.0,602.0,,0.0,,,144.0,,,4654.0
2015-01-26,124.0,0.0,0.0,,,,,,,,,,,308.0,,1.0,,102271.0,,166.0,,,,,,,,,2956.0,695.0,,0.0,,,201.0,,,6608.0
2015-01-27,130.0,0.0,0.0,,,,,,,,,,,320.0,,1.0,,56246.0,,134.0,,,,,,,,,4109.0,942.0,,1.0,,,143.0,,,4428.0
