,[10] Number of Jobs Started,[11] Number of Jobs Started,[12] Number of Jobs Started,[13] Number of Jobs Started,[14] Number of Jobs Started,[15] Number of Jobs Started,[16] Number of Jobs Started,[17] Number of Jobs Started,[18] Number of Jobs Started,[19] Number of Jobs Started,[1] Number of Jobs Started,[20] Number of Jobs Started,[21] Number of Jobs Started,[22] Number of Jobs Started,[23] Number of Jobs Started,[24] Number of Jobs Started,[25] Number of Jobs Started,[26] Number of Jobs Started,[27] Number of Jobs Started,[28] Number of Jobs Started,[29] Number of Jobs Started,[2] Number of Jobs Started,[30] Number of Jobs Started,[31] Number of Jobs Started,[32] Number of Jobs Started,[33] Number of Jobs Started,[34] Number of Jobs Started,[35] Number of Jobs Started,[36] Number of Jobs Started,[37] Number of Jobs Started,[38] Number of Jobs Started,[39] Number of Jobs Started,[3] Number of Jobs Started,[40] Number of Jobs Started,[41] Number of Jobs Started,[42] Number of Jobs Started,[43] Number of Jobs Started,[44] Number of Jobs Started,[45] Number of Jobs Started,[46] Number of Jobs Started,[47] Number of Jobs Started,[48] Number of Jobs Started,[49] Number of Jobs Started,[4] Number of Jobs Started,[50] Number of Jobs Started,[51] Number of Jobs Started,[52] Number of Jobs Started,[53] Number of Jobs Started,[54] Number of Jobs Started,[55] Number of Jobs Started,[56] Number of Jobs Started,[57] Number of Jobs Started,[58] Number of Jobs Started,[59] Number of Jobs Started,[5] Number of Jobs Started,[60] Number of Jobs Started,[61] Number of Jobs Started,[62] Number of Jobs Started,[63] Number of Jobs Started,[64] Number of Jobs Started,[65] Number of Jobs Started,[66] Number of Jobs Started,[67] Number of Jobs Started,[68] Number of Jobs Started,[6] Number of Jobs Started,[70] Number of Jobs Started,[71] Number of Jobs Started,[72] Number of Jobs Started,[7] Number of Jobs Started,[8] Number of Jobs Started,[9] Number of Jobs Started
2015-12-07,2.0,0.0,32.0,0.0,0.0,8.0,11.0,1.0,2.0,0.0,746.0,7.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,257.0,1.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,54.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,,,0.0,7.0,0.0,0.0,0.0,0.0,12.0,20.0,0.0,2.0,20.0,26.0,0.0
2015-12-08,15.0,2.0,26.0,0.0,0.0,7.0,30.0,1.0,6.0,0.0,461.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,357.0,9.0,0.0,13.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,55.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,,0.0,3.0,296.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,6.0,0.0,,,0.0,11.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,3.0,11.0,31.0,2.0
2015-12-09,6.0,0.0,26.0,0.0,0.0,10.0,12.0,0.0,5.0,0.0,560.0,6.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,333.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,94.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,,,0.0,4.0,1.0,0.0,0.0,0.0,21.0,0.0,0.0,3.0,10.0,37.0,3.0
2015-12-10,101.0,4.0,43.0,0.0,0.0,18.0,26.0,0.0,4.0,0.0,783.0,5.0,0.0,1.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,456.0,8.0,0.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,246.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,40.0,0.0,,,0.0,6.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,1.0,51.0,83.0,7.0
2015-12-11,339.0,5.0,15.0,2.0,0.0,31.0,13.0,0.0,6.0,0.0,923.0,4.0,0.0,12.0,0.0,7.0,1.0,6.0,0.0,0.0,0.0,233.0,5.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,56.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,20.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,27.0,47.0,0.0
2015-12-12,6.0,0.0,9.0,0.0,0.0,14.0,6.0,0.0,0.0,0.0,1095.0,0.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,202.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,32.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,43.0,0.0,,,0.0,11.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,12.0,62.0,0.0
2015-12-13,5.0,0.0,15.0,0.0,1.0,22.0,2.0,0.0,0.0,3.0,689.0,0.0,0.0,21.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,9.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,17.0,0.0,,,0.0,3.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,11.0,39.0,0.0
2015-12-14,6.0,1.0,6.0,0.0,0.0,25.0,4.0,0.0,2.0,1.0,1061.0,7.0,0.0,12.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,312.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,15.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,26.0,0.0,,,0.0,3.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,2.0,12.0,30.0,0.0
2015-12-15,6.0,0.0,5.0,0.0,0.0,32.0,8.0,0.0,0.0,0.0,879.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,296.0,10.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,48.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,28.0,0.0,,,0.0,1.0,2.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,5.0,15.0,2.0
2015-12-16,18.0,1.0,6.0,0.0,1.0,19.0,5.0,2.0,5.0,0.0,595.0,6.0,0.0,1.0,0.0,10.0,0.0,2.0,0.0,2.0,0.0,325.0,5.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,13.0,5.0,0.0,4.0,0.0,1.0,0.0,0.0,,1.0,0.0,40.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.0,0.0,,3.0,0.0,,,0.0,2.0,4.0,0.0,0.0,0.0,47.0,0.0,0.0,1.0,0.0,35.0,2.0
2015-12-17,7.0,1.0,12.0,1.0,1.0,12.0,18.0,2.0,0.0,0.0,840.0,2.0,0.0,1.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,288.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,82.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,25.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,13.0,2.0,,,0.0,4.0,2.0,0.0,0.0,0.0,24.0,0.0,0.0,1.0,4.0,56.0,2.0
2015-12-18,51.0,10.0,9.0,0.0,1.0,11.0,2.0,0.0,0.0,0.0,785.0,4.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,207.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,,0.0,0.0,29.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,18.0,0.0,,,0.0,8.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,4.0,2.0,41.0,2.0
2015-12-19,3.0,0.0,8.0,0.0,1.0,8.0,8.0,0.0,5.0,0.0,715.0,1.0,2.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,180.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,72.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,,,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,20.0,0.0
2015-12-20,45.0,0.0,9.0,0.0,1.0,5.0,4.0,2.0,0.0,1.0,451.0,1.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,78.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,38.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,2.0,0.0,53.0,0.0
2015-12-21,8.0,3.0,12.0,2.0,0.0,15.0,13.0,0.0,4.0,0.0,1178.0,3.0,0.0,11.0,0.0,6.0,0.0,0.0,4.0,1.0,0.0,251.0,6.0,0.0,6.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,9.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,121.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,9.0,2.0,,,0.0,4.0,0.0,0.0,0.0,0.0,35.0,0.0,29.0,2.0,0.0,55.0,0.0
2015-12-22,6.0,0.0,13.0,2.0,0.0,14.0,9.0,0.0,6.0,0.0,1442.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,297.0,10.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,193.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,53.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,7.0,3.0,,,0.0,14.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,9.0,21.0,17.0,0.0
2015-12-23,15.0,5.0,8.0,0.0,0.0,11.0,9.0,0.0,0.0,0.0,1939.0,10.0,0.0,6.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,227.0,9.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,25.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,17.0,2.0,,,0.0,2.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,10.0,0.0,22.0,0.0
2015-12-24,5.0,0.0,5.0,0.0,0.0,21.0,6.0,0.0,0.0,0.0,1235.0,8.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,5.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,21.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,,0.0,3.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,2.0,7.0,29.0,0.0
2015-12-25,9.0,1.0,5.0,0.0,0.0,13.0,4.0,0.0,0.0,0.0,480.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,,0.0,0.0,71.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,18.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,2.0,8.0,20.0,0.0
2015-12-26,1.0,1.0,18.0,0.0,0.0,17.0,10.0,0.0,0.0,0.0,2723.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,12.0,0.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,,0.0,0.0,24.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,6.0,1.0,,,0.0,3.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,2.0,5.0,20.0,0.0
2015-12-27,32.0,0.0,17.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,4082.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,7.0,22.0,0.0
2015-12-28,1.0,0.0,25.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3063.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,181.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,9.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,27.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,7.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,24.0,21.0,0.0
2015-12-29,9.0,0.0,13.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,5266.0,4.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,161.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,1.0,0.0,27.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,14.0,25.0,5.0
2015-12-30,1.0,0.0,5.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,5743.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,3.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,23.0,9.0,0.0,5.0,3.0,0.0,0.0,0.0,,0.0,0.0,57.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,2.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,1.0,6.0,34.0,4.0
2015-12-31,3.0,0.0,2.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,314.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,11.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,9.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,34.0,2.0
2016-01-01,1.0,3.0,11.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,214.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,,0.0,0.0,40.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,14.0,4.0,40.0,2.0
2016-01-02,0.0,0.0,9.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,214.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,14.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,4.0,0.0,,,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,13.0,1.0,26.0,0.0
2016-01-03,1.0,2.0,13.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,284.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,7.0,3.0,0.0,0.0,0.0,,0.0,0.0,23.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,22.0,0.0,35.0,0.0
2016-01-04,16.0,2.0,9.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,574.0,10.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,366.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,34.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,12.0,0.0,,,0.0,9.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,12.0,0.0,52.0,0.0
2016-01-05,12.0,19.0,6.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,364.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,343.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,17.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,7.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,19.0,9.0,36.0,0.0
2016-01-06,7.0,4.0,25.0,0.0,1.0,0.0,38.0,0.0,4.0,0.0,693.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,355.0,3.0,0.0,5.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,12.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,2.0,0.0,13.0,2.0,0.0,1.0,,0.0,0.0,2.0,0.0,0.0,,10.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,13.0,11.0,67.0,1.0
2016-01-07,4.0,0.0,10.0,0.0,0.0,0.0,18.0,1.0,6.0,0.0,481.0,2.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,602.0,2.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,31.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,6.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,7.0,5.0,27.0,2.0
2016-01-08,2.0,6.0,4.0,0.0,0.0,3.0,13.0,4.0,2.0,0.0,3410.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,257.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,46.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,8.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,2.0,7.0,55.0,0.0
2016-01-09,5.0,3.0,15.0,0.0,0.0,1.0,12.0,0.0,4.0,0.0,1641.0,4.0,0.0,2.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,138.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,41.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,14.0,10.0,30.0,0.0
2016-01-10,8.0,3.0,20.0,0.0,0.0,1.0,19.0,2.0,0.0,0.0,300.0,14.0,0.0,1.0,1.0,6.0,7.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,42.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,6.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,13.0,27.0,24.0,9.0
2016-01-11,6.0,4.0,38.0,1.0,0.0,1.0,16.0,0.0,11.0,0.0,1846.0,3.0,5.0,2.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,591.0,0.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,248.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,52.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,24.0,4.0,47.0,1.0
2016-01-12,5.0,5.0,27.0,0.0,0.0,0.0,15.0,0.0,4.0,0.0,3190.0,3.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,530.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,20.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,57.0,10.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,6.0,0.0,,,0.0,2.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,12.0,6.0,26.0,5.0
2016-01-13,9.0,0.0,12.0,0.0,1.0,4.0,8.0,0.0,3.0,0.0,2673.0,1.0,2.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,696.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,17.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,99.0,9.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,25.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,13.0,3.0,46.0,1.0
2016-01-14,24.0,15.0,17.0,4.0,3.0,4.0,20.0,0.0,47.0,13.0,3599.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,561.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,63.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,28.0,0.0,,,0.0,2.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,9.0,2.0,43.0,5.0
2016-01-15,27.0,0.0,12.0,0.0,5.0,2.0,12.0,3.0,18.0,3.0,2288.0,18.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,234.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,76.0,7.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,11.0,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,3.0,8.0,68.0,0.0
2016-01-16,3.0,2.0,10.0,0.0,3.0,0.0,8.0,0.0,6.0,0.0,373.0,3.0,22.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,103.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,11.0,6.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,,,0.0,3.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,15.0,3.0,37.0,8.0
2016-01-17,32.0,0.0,20.0,0.0,0.0,4.0,13.0,0.0,2.0,0.0,1542.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,539.0,8.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,9.0,11.0,9.0
2016-01-18,7.0,2.0,119.0,0.0,0.0,1.0,18.0,0.0,1.0,0.0,1445.0,1.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,394.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,7.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,34.0,62.0,13.0
2016-01-19,15.0,0.0,49.0,0.0,0.0,2.0,8.0,1.0,0.0,0.0,3757.0,7.0,1.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,768.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,32.0,2.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,8.0,1.0,,,0.0,0.0,0.0,0.0,2.0,0.0,27.0,0.0,0.0,0.0,54.0,48.0,12.0
2016-01-20,11.0,1.0,26.0,0.0,0.0,2.0,60.0,0.0,4.0,0.0,1944.0,22.0,0.0,6.0,0.0,2.0,13.0,1.0,0.0,0.0,0.0,572.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,0.0,82.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,4.0,0.0,,,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,26.0,80.0,31.0
2016-01-21,18.0,0.0,58.0,0.0,0.0,5.0,6.0,0.0,8.0,0.0,1929.0,24.0,0.0,6.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,324.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,153.0,3.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,2.0,0.0,,,0.0,2.0,0.0,0.0,2.0,0.0,24.0,0.0,0.0,1.0,13.0,106.0,18.0
2016-01-22,11.0,1.0,18.0,0.0,0.0,1.0,13.0,0.0,3.0,0.0,682.0,10.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,294.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,32.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,9.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,16.0,5.0,66.0,5.0
